,Unnamed: 0,ticker,commodity,date,open,high,low,close,volume
0,2595.0,CL=F,Crude Oil,2011-01-03,91.30999755859376,92.58000183105467,91.20999908447266,91.5500030517578,225189
1,2596.0,CL=F,Crude Oil,2011-01-04,91.5,92.06999969482422,88.36000061035156,89.37999725341797,415521
2,2597.0,CL=F,Crude Oil,2011-01-05,89.29000091552734,90.83999633789062,88.0999984741211,90.3000030517578,416908
3,2598.0,CL=F,Crude Oil,2011-01-06,90.47000122070312,90.70999908447266,87.8499984741211,88.37999725341797,440456
4,2599.0,CL=F,Crude Oil,2011-01-07,88.18000030517578,89.4800033569336,87.25,88.02999877929688,444813
5,2600.0,CL=F,Crude Oil,2011-01-10,89.0,89.9800033569336,88.12999725341797,89.25,430277
6,2601.0,CL=F,Crude Oil,2011-01-11,89.30999755859375,91.38999938964844,88.93000030517578,91.11000061035156,429761
7,2602.0,CL=F,Crude Oil,2011-01-12,91.18000030517578,92.38999938964844,90.79000091552734,91.86000061035156,382686
8,2603.0,CL=F,Crude Oil,2011-01-13,92.0,92.37000274658205,90.75,91.4000015258789,358898
9,2604.0,CL=F,Crude Oil,2011-01-14,90.98999786376952,91.69000244140624,90.0999984741211,91.54000091552734,313331
10,2605.0,CL=F,Crude Oil,2011-01-18,91.51000213623048,91.9000015258789,90.5500030517578,91.37999725341795,211930
11,2606.0,CL=F,Crude Oil,2011-01-19,91.33999633789062,92.0999984741211,90.47000122070312,90.86000061035156,109525
12,2607.0,CL=F,Crude Oil,2011-01-20,90.6999969482422,90.86000061035156,88.0,88.86000061035156,442041
13,2608.0,CL=F,Crude Oil,2011-01-21,89.44999694824219,90.22000122070312,88.87000274658203,89.11000061035156,287810
14,2609.0,CL=F,Crude Oil,2011-01-24,89.26000213623047,89.62999725341797,87.2699966430664,87.87000274658203,356085
15,2610.0,CL=F,Crude Oil,2011-01-25,87.69999694824219,87.8499984741211,86.12000274658203,86.19000244140625,338646
16,2611.0,CL=F,Crude Oil,2011-01-26,86.2300033569336,87.77999877929688,86.02999877929688,87.33000183105469,347753
17,2612.0,CL=F,Crude Oil,2011-01-27,87.55000305175781,87.66000366210938,85.41999816894531,85.63999938964844,369379
18,2613.0,CL=F,Crude Oil,2011-01-28,85.27999877929688,89.7300033569336,85.11000061035156,89.33999633789062,584789
19,2614.0,CL=F,Crude Oil,2011-01-31,89.97000122070312,92.83999633789062,88.4000015258789,92.19000244140624,436801
20,2615.0,CL=F,Crude Oil,2011-02-01,92.1999969482422,92.4499969482422,90.44000244140624,90.7699966430664,392882
21,2616.0,CL=F,Crude Oil,2011-02-02,90.51000213623048,91.77999877929688,90.0999984741211,90.86000061035156,312107
22,2617.0,CL=F,Crude Oil,2011-02-03,90.93000030517578,92.0500030517578,90.0,90.54000091552734,290494
23,2618.0,CL=F,Crude Oil,2011-02-04,90.62999725341795,91.66999816894533,88.44999694824219,89.02999877929688,359925
24,2619.0,CL=F,Crude Oil,2011-02-07,89.05999755859375,89.54000091552734,87.18000030517578,87.4800033569336,324984
25,2620.0,CL=F,Crude Oil,2011-02-08,87.41000366210938,88.11000061035156,85.87999725341797,86.94000244140625,414877
26,2621.0,CL=F,Crude Oil,2011-02-09,87.3499984741211,87.94999694824219,86.36000061035156,86.70999908447266,367209
27,2622.0,CL=F,Crude Oil,2011-02-10,86.93000030517578,87.9000015258789,85.95999908447266,86.7300033569336,419188
28,2623.0,CL=F,Crude Oil,2011-02-11,87.69999694824219,87.7699966430664,85.0999984741211,85.58000183105469,383391
29,2624.0,CL=F,Crude Oil,2011-02-14,85.5,86.5199966430664,84.58000183105469,84.80999755859375,319329
30,2625.0,CL=F,Crude Oil,2011-02-15,84.83999633789062,85.97000122070312,83.8499984741211,84.31999969482422,284165
31,2626.0,CL=F,Crude Oil,2011-02-16,84.44000244140625,85.94999694824219,84.12000274658203,84.98999786376953,297660
32,2627.0,CL=F,Crude Oil,2011-02-17,85.25,86.62999725341797,84.37999725341797,86.36000061035156,176128
33,2628.0,CL=F,Crude Oil,2011-02-18,86.4000015258789,87.87999725341797,85.6500015258789,86.19999694824219,155296
34,2629.0,CL=F,Crude Oil,2011-02-22,86.37999725341797,94.48999786376952,86.25,93.56999969482422,638193
35,2630.0,CL=F,Crude Oil,2011-02-23,95.68000030517578,100.0,95.13999938964844,98.0999984741211,489667
36,2631.0,CL=F,Crude Oil,2011-02-24,98.97000122070312,103.41000366210938,95.62000274658205,97.27999877929688,507456
37,2632.0,CL=F,Crude Oil,2011-02-25,96.62999725341795,99.1999969482422,96.16999816894533,97.87999725341795,307903
38,2633.0,CL=F,Crude Oil,2011-02-28,98.5,99.95999908447266,96.70999908447266,96.97000122070312,262001
39,2634.0,CL=F,Crude Oil,2011-03-01,96.97000122070312,100.68000030517578,96.37000274658205,99.62999725341795,322429
40,2635.0,CL=F,Crude Oil,2011-03-02,100.4800033569336,102.43000030517578,99.20999908447266,102.2300033569336,446378
41,2636.0,CL=F,Crude Oil,2011-03-03,102.38999938964844,102.94000244140624,100.1500015258789,101.91000366210938,382555
42,2637.0,CL=F,Crude Oil,2011-03-04,101.6999969482422,105.16999816894533,101.54000091552734,104.41999816894533,369148
43,2638.0,CL=F,Crude Oil,2011-03-07,104.6500015258789,106.9499969482422,104.25,105.44000244140624,404435
44,2639.0,CL=F,Crude Oil,2011-03-08,104.8499984741211,105.79000091552734,103.33000183105467,105.0199966430664,420036
45,2640.0,CL=F,Crude Oil,2011-03-09,104.95999908447266,105.91999816894533,103.9000015258789,104.37999725341795,353948
46,2641.0,CL=F,Crude Oil,2011-03-10,104.4499969482422,105.05999755859376,100.62000274658205,102.6999969482422,432988
47,2642.0,CL=F,Crude Oil,2011-03-11,102.63999938964844,103.0,99.01000213623048,101.16000366210938,342531
48,2643.0,CL=F,Crude Oil,2011-03-14,100.30999755859376,101.5999984741211,98.47000122070312,101.19000244140624,289434
49,2644.0,CL=F,Crude Oil,2011-03-15,101.86000061035156,101.87000274658205,96.70999908447266,97.18000030517578,388736
50,2645.0,CL=F,Crude Oil,2011-03-16,97.4000015258789,99.5999984741211,96.22000122070312,97.9800033569336,357944
51,2646.0,CL=F,Crude Oil,2011-03-17,98.0999984741211,101.98999786376952,96.5999984741211,101.41999816894533,261573
52,2647.0,CL=F,Crude Oil,2011-03-18,101.77999877929688,103.66000366210938,100.13999938964844,101.06999969482422,217675
53,2648.0,CL=F,Crude Oil,2011-03-21,102.12000274658205,103.3499984741211,101.66000366210938,102.33000183105467,103960
54,2649.0,CL=F,Crude Oil,2011-03-22,102.0999984741211,104.54000091552734,101.43000030517578,104.0,303365
55,2650.0,CL=F,Crude Oil,2011-03-23,104.8499984741211,106.33999633789062,104.37999725341795,105.75,254571
56,2651.0,CL=F,Crude Oil,2011-03-24,105.5199966430664,106.69000244140624,104.76000213623048,105.5999984741211,258015
57,2652.0,CL=F,Crude Oil,2011-03-25,105.45999908447266,105.9499969482422,104.5,105.4000015258789,235658
58,2653.0,CL=F,Crude Oil,2011-03-28,105.43000030517578,105.76000213623048,103.5999984741211,103.9800033569336,223079
59,2654.0,CL=F,Crude Oil,2011-03-29,103.94000244140624,105.0,102.6999969482422,104.79000091552734,246824
60,2655.0,CL=F,Crude Oil,2011-03-30,104.4499969482422,105.1500015258789,103.44000244140624,104.2699966430664,256895
61,2656.0,CL=F,Crude Oil,2011-03-31,104.30999755859376,106.83000183105467,104.12000274658205,106.72000122070312,270630
62,2657.0,CL=F,Crude Oil,2011-04-01,106.62000274658205,108.2300033569336,106.3000030517578,107.94000244140624,283710
63,2658.0,CL=F,Crude Oil,2011-04-04,108.29000091552734,108.77999877929688,107.58000183105467,108.47000122070312,228494
64,2659.0,CL=F,Crude Oil,2011-04-05,108.1999969482422,108.5999984741211,107.5,108.33999633789062,249358
