ticker,commodity,year,date,open,high,low,close,volume
CL=F,Crude Oil,2016,04-01-2016,37.59999847,38.38999939,36.33000183,36.75999832,431985
CL=F,Crude Oil,2016,05-01-2016,36.90000153,37.09999847,35.74000168,35.97000122,410131
CL=F,Crude Oil,2016,06-01-2016,36.18000031,36.38999939,33.77000046,33.97000122,563811
CL=F,Crude Oil,2016,07-01-2016,34.09000015,34.25999832,32.09999847,33.27000046,617409
CL=F,Crude Oil,2016,08-01-2016,33.29999924,34.34000015,32.63999939,33.15999985,596496
CL=F,Crude Oil,2016,11-01-2016,32.93999863,33.20000076,30.87999916,31.40999985,648640
CL=F,Crude Oil,2016,12-01-2016,31.11000061,32.20999908,29.93000031,30.44000053,627218
CL=F,Crude Oil,2016,13-01-2016,30.54000092,31.70999908,30.10000038,30.47999954,637903
CL=F,Crude Oil,2016,14-01-2016,30.60000038,31.77000046,30.28000069,31.20000076,537906
CL=F,Crude Oil,2016,15-01-2016,31.18000031,31.18000031,29.12999916,29.42000008,329094
CL=F,Crude Oil,2016,19-01-2016,29.20000076,30.20999908,28.20999908,28.45999908,188026
CL=F,Crude Oil,2016,20-01-2016,28.32999992,28.57999992,26.19000053,26.54999924,690039
CL=F,Crude Oil,2016,21-01-2016,28.35000038,30.25,27.87000084,29.53000069,694040
CL=F,Crude Oil,2016,22-01-2016,29.84000015,32.34999847,29.53000069,32.18999863,636573
CL=F,Crude Oil,2016,25-01-2016,32.04999924,32.74000168,29.68000031,30.34000015,606892
CL=F,Crude Oil,2016,26-01-2016,29.80999947,32.40999985,29.25,31.45000076,642432
CL=F,Crude Oil,2016,27-01-2016,30.54999924,32.84000015,30.13999939,32.29999924,738551
CL=F,Crude Oil,2016,28-01-2016,32.18999863,34.81999969,31.73999977,33.22000122,833378
CL=F,Crude Oil,2016,29-01-2016,33.70000076,34.40000153,32.65000153,33.61999893,618110
CL=F,Crude Oil,2016,01-02-2016,33.83000183,34.18000031,31.29000092,31.62000084,595612
CL=F,Crude Oil,2016,02-02-2016,31.37000084,31.53000069,29.56999969,29.87999916,602564
CL=F,Crude Oil,2016,03-02-2016,29.75,32.75,29.39999962,32.27999878,811699
CL=F,Crude Oil,2016,04-02-2016,32.70999908,33.59999847,31.53000069,31.71999931,696721
CL=F,Crude Oil,2016,05-02-2016,31.63999939,32.45000076,30.62999916,30.88999939,616531
CL=F,Crude Oil,2016,08-02-2016,30.96999931,31.37999916,29.56999969,29.69000053,603646
CL=F,Crude Oil,2016,09-02-2016,30.17000008,30.61000061,27.73999977,27.94000053,738219
CL=F,Crude Oil,2016,10-02-2016,28.36000061,29.21999931,27.23999977,27.45000076,781280
CL=F,Crude Oil,2016,11-02-2016,27.34000015,27.47999954,26.04999924,26.20999908,795965
CL=F,Crude Oil,2016,12-02-2016,27.29999924,29.65999985,26.95000076,29.44000053,675157
CL=F,Crude Oil,2016,16-02-2016,29.07999992,31.53000069,28.70000076,29.04000092,651956
CL=F,Crude Oil,2016,17-02-2016,29.13999939,31.48999977,28.72999954,30.65999985,578639
CL=F,Crude Oil,2016,18-02-2016,31.35000038,31.97999954,30.27000046,30.77000046,225497
CL=F,Crude Oil,2016,19-02-2016,30.60000038,30.72999954,29.04999924,29.63999939,103202
CL=F,Crude Oil,2016,22-02-2016,29.71999931,32.04999924,29.47999954,31.47999954,521016
CL=F,Crude Oil,2016,23-02-2016,33.34000015,33.52999878,31.21999931,31.87000084,539379
CL=F,Crude Oil,2016,24-02-2016,31.28000069,32.40000153,30.55999947,32.15000153,652245
CL=F,Crude Oil,2016,25-02-2016,32.18999863,33.49000168,31.06999969,33.06999969,611874
CL=F,Crude Oil,2016,26-02-2016,33.04000092,34.68999863,32.63999939,32.77999878,646294
CL=F,Crude Oil,2016,29-02-2016,32.72000122,33.97999954,32.31999969,33.75,512468
CL=F,Crude Oil,2016,01-03-2016,33.90000153,34.75999832,33.36999893,34.40000153,566226
CL=F,Crude Oil,2016,02-03-2016,33.88999939,35.16999817,33.54999924,34.65999985,597834
CL=F,Crude Oil,2016,03-03-2016,34.72999954,35.31999969,34.18999863,34.56999969,512962
CL=F,Crude Oil,2016,04-03-2016,34.65999985,36.34000015,34.40000153,35.91999817,578290
CL=F,Crude Oil,2016,07-03-2016,36.20000076,38.11000061,36.09000015,37.90000153,709870
CL=F,Crude Oil,2016,08-03-2016,37.93999863,38.38999939,36.11999893,36.5,706933
CL=F,Crude Oil,2016,09-03-2016,36.36000061,38.50999832,36.24000168,38.29000092,740632
CL=F,Crude Oil,2016,10-03-2016,38.16999817,38.47999954,37.20999908,37.84000015,701435
CL=F,Crude Oil,2016,11-03-2016,37.99000168,39.02000046,37.91999817,38.5,564791
CL=F,Crude Oil,2016,14-03-2016,38.16999817,38.77000046,36.68000031,37.18000031,489938
CL=F,Crude Oil,2016,15-03-2016,37.36999893,37.40000153,35.95999908,36.34000015,446100
CL=F,Crude Oil,2016,16-03-2016,36.74000168,38.63000107,36.61000061,38.45999908,494174
CL=F,Crude Oil,2016,17-03-2016,38.59000015,40.36000061,38.47000122,40.20000076,298013
CL=F,Crude Oil,2016,18-03-2016,40.25,41.20000076,39.15000153,39.43999863,130151
CL=F,Crude Oil,2016,21-03-2016,39.06000137,40.29999924,38.61000061,39.90999985,479337
CL=F,Crude Oil,2016,22-03-2016,41.59000015,41.90000153,40.77000046,41.45000076,463693
CL=F,Crude Oil,2016,23-03-2016,41.18999863,41.34000015,39.66999817,39.79000092,492003
CL=F,Crude Oil,2016,24-03-2016,39.72999954,39.77000046,38.33000183,39.45999908,495168
CL=F,Crude Oil,2016,28-03-2016,39.54999924,40.13999939,38.86000061,39.38999939,299775
CL=F,Crude Oil,2016,29-03-2016,39.31999969,39.47999954,37.90999985,38.27999878,488032
CL=F,Crude Oil,2016,30-03-2016,38.52000046,39.84999847,38.13999939,38.31999969,542469
CL=F,Crude Oil,2016,31-03-2016,38.29999924,39.04000092,37.56999969,38.34000015,532152
CL=F,Crude Oil,2016,01-04-2016,38.13999939,38.56000137,36.63000107,36.79000092,547190
CL=F,Crude Oil,2016,04-04-2016,36.61000061,37.20999908,35.45999908,35.70000076,549477
CL=F,Crude Oil,2016,05-04-2016,35.5,36.58000183,35.24000168,35.88999939,485543
CL=F,Crude Oil,2016,06-04-2016,36.52000046,37.90000153,36.43000031,37.75,751048
CL=F,Crude Oil,2016,07-04-2016,37.75999832,38.29999924,36.68999863,37.25999832,626749
CL=F,Crude Oil,2016,08-04-2016,37.52000046,39.84000015,37.45000076,39.72000122,817230
CL=F,Crude Oil,2016,11-04-2016,39.72000122,40.75,39.25,40.36000061,679351
CL=F,Crude Oil,2016,12-04-2016,40.34999847,42.25,40.09000015,42.16999817,796837
CL=F,Crude Oil,2016,13-04-2016,41.63000107,42.41999817,41.24000168,41.75999832,730437
CL=F,Crude Oil,2016,14-04-2016,41.54000092,42.15999985,40.84000015,41.5,488614
CL=F,Crude Oil,2016,15-04-2016,41.43000031,41.72999954,39.97999954,40.36000061,520146
CL=F,Crude Oil,2016,18-04-2016,38.75,40.24000168,37.61000061,39.77999878,342463
CL=F,Crude Oil,2016,19-04-2016,40.04000092,41.52999878,39.58000183,41.08000183,101734
CL=F,Crude Oil,2016,20-04-2016,40.79999924,42.90999985,39.84999847,42.63000107,796240
CL=F,Crude Oil,2016,21-04-2016,43.97000122,44.49000168,43.04999924,43.18000031,671103
CL=F,Crude Oil,2016,22-04-2016,43.41999817,44.45000076,43.11000061,43.72999954,575107
CL=F,Crude Oil,2016,25-04-2016,43.75,44.04000092,42.58000183,42.63999939,606383
CL=F,Crude Oil,2016,26-04-2016,42.95999908,44.83000183,42.5,44.04000092,564392
CL=F,Crude Oil,2016,27-04-2016,44.63999939,45.61999893,43.77000046,45.33000183,648028
CL=F,Crude Oil,2016,28-04-2016,45.29999924,46.13999939,44.93999863,46.02999878,487412
CL=F,Crude Oil,2016,29-04-2016,45.90000153,46.77999878,45.24000168,45.91999817,598439
CL=F,Crude Oil,2016,02-05-2016,45.90000153,46.15000153,44.54000092,44.77999878,464027
CL=F,Crude Oil,2016,03-05-2016,44.91999817,45.34999847,43.31999969,43.65000153,625551
CL=F,Crude Oil,2016,04-05-2016,43.84999847,44.88000107,43.22000122,43.77999878,711125
CL=F,Crude Oil,2016,05-05-2016,44.04000092,46.06999969,43.95999908,44.31999969,746159
CL=F,Crude Oil,2016,06-05-2016,44.52000046,45.34000015,43.54000092,44.65999985,695306
CL=F,Crude Oil,2016,09-05-2016,45,45.93999863,43.24000168,43.43999863,767568
CL=F,Crude Oil,2016,10-05-2016,43.25,44.79000092,43.02999878,44.65999985,709415
CL=F,Crude Oil,2016,11-05-2016,44.59999847,46.36000061,43.95999908,46.22999954,869957
CL=F,Crude Oil,2016,12-05-2016,46,47.02000046,45.61000061,46.70000076,715102
CL=F,Crude Oil,2016,13-05-2016,46.40999985,46.49000168,45.75,46.20999908,519363
CL=F,Crude Oil,2016,16-05-2016,46.27999878,47.97999954,46.15000153,47.72000122,550863
CL=F,Crude Oil,2016,17-05-2016,47.90000153,48.75999832,47.52999878,48.31000137,470440
CL=F,Crude Oil,2016,18-05-2016,48.52999878,48.95000076,47.75,48.18999863,343184
CL=F,Crude Oil,2016,19-05-2016,47.86999893,48.27999878,46.72999954,48.15999985,108816
CL=F,Crude Oil,2016,20-05-2016,48.20000076,48.79000092,47.43999863,47.75,538047
CL=F,Crude Oil,2016,23-05-2016,48.45999908,48.5,47.40000153,48.08000183,475453
CL=F,Crude Oil,2016,24-05-2016,48.08000183,49.27000046,47.63999939,48.61999893,475965
CL=F,Crude Oil,2016,25-05-2016,49.09000015,49.75,48.65000153,49.56000137,550501
CL=F,Crude Oil,2016,26-05-2016,49.70000076,50.20999908,49.22000122,49.47999954,488465
CL=F,Crude Oil,2016,27-05-2016,49.31000137,49.59999847,48.68999863,49.33000183,406386
CL=F,Crude Oil,2016,31-05-2016,49.54000092,50.09999847,48.81000137,49.09999847,476988
CL=F,Crude Oil,2016,01-06-2016,48.81999969,49.25,47.75,49.00999832,568839
CL=F,Crude Oil,2016,02-06-2016,48.90000153,49.47000122,47.97000122,49.16999817,564846
CL=F,Crude Oil,2016,03-06-2016,49.04000092,49.40999985,48.33000183,48.61999893,481034
CL=F,Crude Oil,2016,06-06-2016,48.88000107,49.90000153,48.70999908,49.68999863,450472
CL=F,Crude Oil,2016,07-06-2016,49.70999908,50.52999878,49.43999863,50.36000061,542254
CL=F,Crude Oil,2016,08-06-2016,50.40999985,51.61999893,50.31999969,51.22999954,656416
CL=F,Crude Oil,2016,09-06-2016,51.45000076,51.66999817,50.22999954,50.56000137,560723
CL=F,Crude Oil,2016,10-06-2016,50.47000122,50.72999954,48.79999924,49.06999969,596119
CL=F,Crude Oil,2016,13-06-2016,48.84999847,49.27999878,48.15999985,48.88000107,506036
CL=F,Crude Oil,2016,14-06-2016,48.52000046,48.68999863,47.84000015,48.49000168,456144
CL=F,Crude Oil,2016,15-06-2016,47.90000153,48.72000122,47.27999878,48.00999832,527870
CL=F,Crude Oil,2016,16-06-2016,47.45000076,47.75,45.90999985,46.20999908,507910
CL=F,Crude Oil,2016,17-06-2016,45.99000168,48.29000092,45.83000183,47.97999954,226653
CL=F,Crude Oil,2016,20-06-2016,48.29000092,49.41999817,48.13999939,49.36999893,98293
CL=F,Crude Oil,2016,21-06-2016,49.13999939,49.31999969,48.15999985,48.84999847,475407
CL=F,Crude Oil,2016,22-06-2016,50.22000122,50.54000092,48.40000153,49.13000107,569939
CL=F,Crude Oil,2016,23-06-2016,49.08000183,50.22999954,49.08000183,50.11000061,401885
CL=F,Crude Oil,2016,24-06-2016,50.29999924,50.45000076,46.70000076,47.63999939,649446
CL=F,Crude Oil,2016,27-06-2016,47.81000137,47.95999908,45.83000183,46.33000183,504613
CL=F,Crude Oil,2016,28-06-2016,46.59000015,48.18000031,46.54000092,47.84999847,498851
CL=F,Crude Oil,2016,29-06-2016,48.06000137,50,47.97999954,49.88000107,511476
CL=F,Crude Oil,2016,30-06-2016,49.54999924,49.61999893,48.16999817,48.33000183,508736
CL=F,Crude Oil,2016,01-07-2016,48.38000107,49.29999924,47.90000153,48.99000168,405187
CL=F,Crude Oil,2016,05-07-2016,49.11000061,49.34999847,46.33000183,46.59999847,609194
CL=F,Crude Oil,2016,06-07-2016,46.83000183,47.95000076,45.91999817,47.43000031,607663
CL=F,Crude Oil,2016,07-07-2016,47.88000107,48.25,44.86999893,45.13999939,710893
CL=F,Crude Oil,2016,08-07-2016,45.18999863,45.97000122,44.77000046,45.40999985,583078
CL=F,Crude Oil,2016,11-07-2016,45.06999969,45.77000046,44.41999817,44.75999832,533657
CL=F,Crude Oil,2016,12-07-2016,44.58000183,46.93000031,44.50999832,46.79999924,658257
CL=F,Crude Oil,2016,13-07-2016,46.58000183,46.70999908,44.56000137,44.75,686245
CL=F,Crude Oil,2016,14-07-2016,45.13999939,45.79999924,44.95000076,45.68000031,573761
CL=F,Crude Oil,2016,15-07-2016,45.52000046,46.33000183,45.04999924,45.95000076,430256
CL=F,Crude Oil,2016,18-07-2016,46.11999893,46.13999939,44.86000061,45.24000168,211393
CL=F,Crude Oil,2016,19-07-2016,45.22999954,45.66999817,44.52999878,44.65000153,128127
CL=F,Crude Oil,2016,20-07-2016,44.59000015,45.25,43.68999863,44.93999863,541014
CL=F,Crude Oil,2016,21-07-2016,45.65000153,46.09000015,44.52000046,44.75,432972
CL=F,Crude Oil,2016,22-07-2016,44.59999847,44.97000122,43.74000168,44.18999863,428407
CL=F,Crude Oil,2016,25-07-2016,44.20000076,44.36999893,42.97000122,43.13000107,389837
