,ticker,commodity,year,date,open,high,low,close,volume
5110,CL=F,Crude Oil,2021,04-01-2021,48.40000153,49.83000183,47.18000031,47.61999893,528525
5111,CL=F,Crude Oil,2021,05-01-2021,47.38000107,50.20000076,47.24000168,49.93000031,643191
5112,CL=F,Crude Oil,2021,06-01-2021,49.81999969,50.93999863,49.47999954,50.63000107,509365
5113,CL=F,Crude Oil,2021,07-01-2021,50.52999878,51.27999878,50.38999939,50.83000183,369292
5114,CL=F,Crude Oil,2021,08-01-2021,50.93000031,52.75,50.81000137,52.24000168,499416
5115,CL=F,Crude Oil,2021,11-01-2021,52.58000183,52.70000076,51.5,52.25,394822
5116,CL=F,Crude Oil,2021,12-01-2021,52.18000031,53.45000076,52.06999969,53.20999908,400200
5117,CL=F,Crude Oil,2021,13-01-2021,53.31000137,53.93000031,52.58000183,52.90999985,429898
5118,CL=F,Crude Oil,2021,14-01-2021,52.84000015,53.75,52.24000168,53.56999969,390087
5119,CL=F,Crude Oil,2021,15-01-2021,53.79999924,53.83000183,51.83000183,52.36000061,165668
5120,CL=F,Crude Oil,2021,19-01-2021,52,53.13000107,51.75999832,52.97999954,125964
5121,CL=F,Crude Oil,2021,20-01-2021,53.13000107,53.79000092,53.04999924,53.24000168,400301
5122,CL=F,Crude Oil,2021,21-01-2021,52.93000031,53.40999985,52.75,53.13000107,352397
5123,CL=F,Crude Oil,2021,22-01-2021,53.09999847,53.15999985,51.43999863,52.27000046,437484
5124,CL=F,Crude Oil,2021,25-01-2021,52.16999817,52.95000076,51.81999969,52.77000046,349076
5125,CL=F,Crude Oil,2021,26-01-2021,52.90999985,53.25,52.29000092,52.61000061,314538
5126,CL=F,Crude Oil,2021,27-01-2021,52.75999832,53.29999924,51.84999847,52.84999847,442376
5127,CL=F,Crude Oil,2021,28-01-2021,52.65000153,53.58000183,52.04000092,52.34000015,411406
5128,CL=F,Crude Oil,2021,29-01-2021,52.15000153,53.25,51.93000031,52.20000076,410914
5129,CL=F,Crude Oil,2021,01-02-2021,51.99000168,53.74000168,51.63999939,53.54999924,416067
5130,CL=F,Crude Oil,2021,02-02-2021,53.47999954,55.25999832,53.45000076,54.75999832,463718
5131,CL=F,Crude Oil,2021,03-02-2021,55.04999924,56.33000183,54.81000137,55.68999863,448693
5132,CL=F,Crude Oil,2021,04-02-2021,55.95999908,56.58000183,55.29999924,56.22999954,381404
5133,CL=F,Crude Oil,2021,05-02-2021,56.45999908,57.29000092,56.43000031,56.84999847,400833
5134,CL=F,Crude Oil,2021,08-02-2021,57.06000137,58.13999939,57,57.97000122,399724
5135,CL=F,Crude Oil,2021,09-02-2021,58.11000061,58.61999893,57.27000046,58.36000061,514698
5136,CL=F,Crude Oil,2021,10-02-2021,58.45000076,58.90999985,58.08000183,58.68000031,457535
5137,CL=F,Crude Oil,2021,11-02-2021,58.40000153,58.70999908,57.84000015,58.24000168,380445
5138,CL=F,Crude Oil,2021,12-02-2021,57.93999863,59.81999969,57.40999985,59.47000122,480822
5139,CL=F,Crude Oil,2021,16-02-2021,59.97999954,60.95000076,59.33000183,60.04999924,602332
5140,CL=F,Crude Oil,2021,17-02-2021,60.24000168,61.72999954,59.43000031,61.13999939,335419
5141,CL=F,Crude Oil,2021,18-02-2021,61.68000031,62.25999832,59.79000092,60.52000046,132035
5142,CL=F,Crude Oil,2021,19-02-2021,60.20000076,60.29000092,58.59000015,59.24000168,102427
5143,CL=F,Crude Oil,2021,22-02-2021,58.88000107,61.84000015,58.81999969,61.49000168,505773
5144,CL=F,Crude Oil,2021,23-02-2021,62.15999985,63,60.66999817,61.66999817,570677
5145,CL=F,Crude Oil,2021,24-02-2021,61.29000092,63.50999832,60.97000122,63.22000122,489933
5146,CL=F,Crude Oil,2021,25-02-2021,63.38999939,63.81000137,62.65000153,63.52999878,510357
5147,CL=F,Crude Oil,2021,26-02-2021,63.45999908,63.56999969,61.34000015,61.5,472723
5148,CL=F,Crude Oil,2021,01-03-2021,61.95000076,62.91999817,59.95999908,60.63999939,456679
5149,CL=F,Crude Oil,2021,02-03-2021,60.22999954,61.20999908,59.38000107,59.75,464133
5150,CL=F,Crude Oil,2021,03-03-2021,59.54999924,61.99000168,59.24000168,61.27999878,465311
5151,CL=F,Crude Oil,2021,04-03-2021,61.08000183,64.86000061,60.52000046,63.83000183,694628
5152,CL=F,Crude Oil,2021,05-03-2021,64.16000366,66.41999817,63.81999969,66.08999634,573168
5153,CL=F,Crude Oil,2021,08-03-2021,66.68000031,67.98000336,64.56999969,65.05000305,533376
5154,CL=F,Crude Oil,2021,09-03-2021,64.73000336,65.98000336,63.63000107,64.01000214,554564
5155,CL=F,Crude Oil,2021,10-03-2021,63.84000015,64.95999908,63.13000107,64.44000244,498488
5156,CL=F,Crude Oil,2021,11-03-2021,64.69999695,66.20999908,64.54000092,66.01999664,441063
5157,CL=F,Crude Oil,2021,12-03-2021,65.95999908,66.23999786,65.41000366,65.61000061,321714
5158,CL=F,Crude Oil,2021,15-03-2021,65.55999756,66.40000153,64.12999725,65.38999939,378009
5159,CL=F,Crude Oil,2021,16-03-2021,65.33000183,65.43000031,63.79999924,64.80000305,317537
5160,CL=F,Crude Oil,2021,17-03-2021,64.75,65.33999634,63.59999847,64.59999847,254724
5161,CL=F,Crude Oil,2021,18-03-2021,64.41999817,64.81999969,58.20000076,60,143597
5162,CL=F,Crude Oil,2021,19-03-2021,59.56000137,61.72000122,58.93999863,61.41999817,84171
5163,CL=F,Crude Oil,2021,22-03-2021,61.54999924,61.90000153,60.38999939,61.54999924,404370
5164,CL=F,Crude Oil,2021,23-03-2021,61.27999878,61.34999847,57.25,57.75999832,712317
5165,CL=F,Crude Oil,2021,24-03-2021,57.40000153,61.34000015,57.29000092,61.18000031,566291
5166,CL=F,Crude Oil,2021,25-03-2021,60.79999924,60.86000061,57.43999863,58.56000137,580105
5167,CL=F,Crude Oil,2021,26-03-2021,58.47999954,61.36000061,58.31999969,60.97000122,471996
5168,CL=F,Crude Oil,2021,29-03-2021,60.93000031,61.77000046,59.40999985,61.56000137,449360
5169,CL=F,Crude Oil,2021,30-03-2021,61.95999908,62.27000046,59.93999863,60.54999924,388188
5170,CL=F,Crude Oil,2021,31-03-2021,60.45000076,61.16999817,58.84999847,59.15999985,414162
5171,CL=F,Crude Oil,2021,01-04-2021,59.49000168,61.75,58.86000061,61.45000076,605567
5172,CL=F,Crude Oil,2021,05-04-2021,61.5,61.5,57.63000107,58.65000153,438864
5173,CL=F,Crude Oil,2021,06-04-2021,58.79999924,60.90000153,58.61999893,59.33000183,457348
5174,CL=F,Crude Oil,2021,07-04-2021,59.25999832,60.04000092,58.11999893,59.77000046,475537
5175,CL=F,Crude Oil,2021,08-04-2021,59.52000046,59.93000031,58.81999969,59.59999847,419913
5176,CL=F,Crude Oil,2021,09-04-2021,59.75999832,59.95000076,59.09999847,59.31999969,351436
5177,CL=F,Crude Oil,2021,12-04-2021,59.34999847,60.77000046,58.72999954,59.70000076,410218
5178,CL=F,Crude Oil,2021,13-04-2021,59.63999939,60.59000015,59.63999939,60.18000031,349733
5179,CL=F,Crude Oil,2021,14-04-2021,60.43999863,63.43999863,60.38000107,63.15000153,419813
5180,CL=F,Crude Oil,2021,15-04-2021,62.83000183,63.56999969,62.52999878,63.45999908,243370
5181,CL=F,Crude Oil,2021,16-04-2021,63.31999969,63.88000107,62.83000183,63.13000107,87795
5182,CL=F,Crude Oil,2021,19-04-2021,62.97999954,63.63000107,62.63000107,63.38000107,74384
5183,CL=F,Crude Oil,2021,20-04-2021,63.47000122,64.25,61.5,62.43999863,476046
5184,CL=F,Crude Oil,2021,21-04-2021,62.38999939,62.56000137,60.86000061,61.34999847,431486
5185,CL=F,Crude Oil,2021,22-04-2021,61.11000061,61.86999893,60.61000061,61.43000031,344700
5186,CL=F,Crude Oil,2021,23-04-2021,61.65000153,62.43000031,61.25,62.13999939,345407
5187,CL=F,Crude Oil,2021,26-04-2021,62.06000137,62.31000137,60.65999985,61.90999985,366865
5188,CL=F,Crude Oil,2021,27-04-2021,61.97000122,63.29999924,61.90999985,62.93999863,361536
5189,CL=F,Crude Oil,2021,28-04-2021,63.04000092,64.52999878,62.66999817,63.86000061,387683
5190,CL=F,Crude Oil,2021,29-04-2021,63.70000076,65.47000122,63.65000153,65.01000214,384489
5191,CL=F,Crude Oil,2021,30-04-2021,64.87999725,64.94999695,63.08000183,63.58000183,400515
5192,CL=F,Crude Oil,2021,03-05-2021,63.63999939,64.68000031,62.90999985,64.48999786,285969
5193,CL=F,Crude Oil,2021,04-05-2021,64.52999878,66.19000244,64.29000092,65.69000244,370208
5194,CL=F,Crude Oil,2021,05-05-2021,66.44999695,66.76000214,64.91999817,65.62999725,460066
5195,CL=F,Crude Oil,2021,06-05-2021,65.26999664,65.98000336,64.5,64.70999908,389214
5196,CL=F,Crude Oil,2021,07-05-2021,64.90000153,65.23999786,63.90000153,64.90000153,431417
5197,CL=F,Crude Oil,2021,10-05-2021,65.56999969,65.75,63.95000076,64.91999817,448337
5198,CL=F,Crude Oil,2021,11-05-2021,64.90000153,65.5,63.68000031,65.27999878,514949
5199,CL=F,Crude Oil,2021,12-05-2021,65.45999908,66.62999725,64.97000122,66.08000183,508519
5200,CL=F,Crude Oil,2021,13-05-2021,65.75,65.80999756,63.09000015,63.81999969,547691
5201,CL=F,Crude Oil,2021,14-05-2021,63.83000183,65.62000275,63.33000183,65.37000275,383749
5202,CL=F,Crude Oil,2021,17-05-2021,65.5,66.43000031,64.83000183,66.26999664,268476
5203,CL=F,Crude Oil,2021,18-05-2021,66.33000183,67.01000214,64.11000061,65.48999786,167348
5204,CL=F,Crude Oil,2021,19-05-2021,65.27999878,65.34999847,61.95000076,63.36000061,101902
5205,CL=F,Crude Oil,2021,20-05-2021,63.38999939,63.95999908,61.88999939,62.04999924,524168
5206,CL=F,Crude Oil,2021,21-05-2021,61.88999939,64.06999969,61.56000137,63.58000183,530831
5207,CL=F,Crude Oil,2021,24-05-2021,63.86999893,66.13999939,63.63000107,66.05000305,466647
5208,CL=F,Crude Oil,2021,25-05-2021,66.01999664,66.51000214,65.41000366,66.06999969,497394
5209,CL=F,Crude Oil,2021,26-05-2021,66.04000092,66.43000031,65.25,66.20999908,376207
5210,CL=F,Crude Oil,2021,27-05-2021,66.16000366,66.91999817,65.47000122,66.84999847,337542
5211,CL=F,Crude Oil,2021,28-05-2021,66.94999695,67.51999664,66.16999817,66.31999969,390461
5212,CL=F,Crude Oil,2021,01-06-2021,66.68000031,68.87000275,66.41000366,67.72000122,570985
5213,CL=F,Crude Oil,2021,02-06-2021,67.98999786,69,67.77999878,68.83000183,332995
5214,CL=F,Crude Oil,2021,03-06-2021,68.76000214,69.40000153,68.19000244,68.80999756,351367
5215,CL=F,Crude Oil,2021,04-06-2021,68.91000366,69.76000214,68.33000183,69.62000275,326250
5216,CL=F,Crude Oil,2021,07-06-2021,69.51999664,70,68.93000031,69.23000336,365621
5217,CL=F,Crude Oil,2021,08-06-2021,69.29000092,70.26999664,68.47000122,70.05000305,441302
5218,CL=F,Crude Oil,2021,09-06-2021,70.01000214,70.62000275,69.45999908,69.95999908,410820
5219,CL=F,Crude Oil,2021,10-06-2021,69.76000214,70.65000153,68.68000031,70.29000092,492464
5220,CL=F,Crude Oil,2021,11-06-2021,70.09999847,71.23999786,69.68000031,70.91000366,563575
5221,CL=F,Crude Oil,2021,14-06-2021,70.65000153,71.77999878,70.65000153,70.87999725,319639
5222,CL=F,Crude Oil,2021,15-06-2021,71.16000366,72.48999786,70.80999756,72.12000275,336035
5223,CL=F,Crude Oil,2021,16-06-2021,72.44999695,72.98999786,71.61000061,72.15000153,426775
5224,CL=F,Crude Oil,2021,17-06-2021,71.65000153,72.30000305,69.76999664,71.04000092,373780
5225,CL=F,Crude Oil,2021,18-06-2021,71.09999847,72.16999817,70.16000366,71.63999939,139584
5226,CL=F,Crude Oil,2021,21-06-2021,71.51999664,73.95999908,71.15000153,73.66000366,123662
5227,CL=F,Crude Oil,2021,22-06-2021,73.41000366,73.94999695,72.94000244,73.05999756,498555
5228,CL=F,Crude Oil,2021,23-06-2021,72.91000366,74.25,72.81999969,73.08000183,429207
5229,CL=F,Crude Oil,2021,24-06-2021,73.27999878,73.61000061,72.31999969,73.30000305,334833
5230,CL=F,Crude Oil,2021,25-06-2021,73.31999969,74.18000031,72.84999847,74.05000305,364721
5231,CL=F,Crude Oil,2021,28-06-2021,73.98999786,74.44999695,72.62000275,72.91000366,354701
5232,CL=F,Crude Oil,2021,29-06-2021,72.77999878,73.80999756,71.97000122,72.98000336,321448
5233,CL=F,Crude Oil,2021,30-06-2021,73.47000122,74.13999939,72.81999969,73.47000122,383626
5234,CL=F,Crude Oil,2021,01-07-2021,73.5,76.22000122,73.38999939,75.23000336,615678
5235,CL=F,Crude Oil,2021,02-07-2021,75.01999664,75.62000275,74.41000366,75.16000366,377531
5236,CL=F,Crude Oil,2021,06-07-2021,75.34999847,76.98000336,72.94000244,73.37000275,714044
5237,CL=F,Crude Oil,2021,07-07-2021,73.84999847,74.86000061,71.06999969,72.19999695,607971
5238,CL=F,Crude Oil,2021,08-07-2021,72.16999817,73.26000214,70.76000214,72.94000244,529690
5239,CL=F,Crude Oil,2021,09-07-2021,73.26000214,74.76000214,72.72000122,74.55999756,422154
5240,CL=F,Crude Oil,2021,12-07-2021,74.73999786,74.93000031,73.16000366,74.09999847,397931
5241,CL=F,Crude Oil,2021,13-07-2021,74.18000031,75.51999664,73.68000031,75.25,444078
5242,CL=F,Crude Oil,2021,14-07-2021,75.16999817,75.44000244,72.20999908,73.12999725,528360
5243,CL=F,Crude Oil,2021,15-07-2021,72.95999908,72.95999908,71.40000153,71.65000153,368679
5244,CL=F,Crude Oil,2021,16-07-2021,71.48000336,72.30000305,70.41000366,71.80999756,133926
5245,CL=F,Crude Oil,2021,19-07-2021,71.48999786,71.66999817,65.62999725,66.41999817,82565
5246,CL=F,Crude Oil,2021,20-07-2021,66.59999847,67.65000153,65.20999908,67.41999817,561629
5247,CL=F,Crude Oil,2021,21-07-2021,66.44999695,70.51000214,66.44000244,70.30000305,503030
5248,CL=F,Crude Oil,2021,22-07-2021,70.22000122,72.02999878,69.86000061,71.91000366,435181
5249,CL=F,Crude Oil,2021,23-07-2021,71.70999908,72.20999908,71.38999939,72.06999969,274778
5250,CL=F,Crude Oil,2021,26-07-2021,72.18000031,72.43000031,70.55999756,71.91000366,395743
5251,CL=F,Crude Oil,2021,27-07-2021,72.22000122,72.33000183,71.08000183,71.65000153,333123
5252,CL=F,Crude Oil,2021,28-07-2021,71.90000153,72.59999847,71.69999695,72.38999939,318911
5253,CL=F,Crude Oil,2021,29-07-2021,72.40000153,73.68000031,72.26000214,73.62000275,294462
