ticker,commodity,year,date,open,high,low,close,volume
CL=F,Crude Oil,2021,04-01-2021,48.40000153,49.83000183,47.18000031,47.61999893,528525
CL=F,Crude Oil,2021,05-01-2021,47.38000107,50.20000076,47.24000168,49.93000031,643191
CL=F,Crude Oil,2021,06-01-2021,49.81999969,50.93999863,49.47999954,50.63000107,509365
CL=F,Crude Oil,2021,07-01-2021,50.52999878,51.27999878,50.38999939,50.83000183,369292
CL=F,Crude Oil,2021,08-01-2021,50.93000031,52.75,50.81000137,52.24000168,499416
CL=F,Crude Oil,2021,11-01-2021,52.58000183,52.70000076,51.5,52.25,394822
CL=F,Crude Oil,2021,12-01-2021,52.18000031,53.45000076,52.06999969,53.20999908,400200
CL=F,Crude Oil,2021,13-01-2021,53.31000137,53.93000031,52.58000183,52.90999985,429898
CL=F,Crude Oil,2021,14-01-2021,52.84000015,53.75,52.24000168,53.56999969,390087
CL=F,Crude Oil,2021,15-01-2021,53.79999924,53.83000183,51.83000183,52.36000061,165668
CL=F,Crude Oil,2021,19-01-2021,52,53.13000107,51.75999832,52.97999954,125964
CL=F,Crude Oil,2021,20-01-2021,53.13000107,53.79000092,53.04999924,53.24000168,400301
CL=F,Crude Oil,2021,21-01-2021,52.93000031,53.40999985,52.75,53.13000107,352397
CL=F,Crude Oil,2021,22-01-2021,53.09999847,53.15999985,51.43999863,52.27000046,437484
CL=F,Crude Oil,2021,25-01-2021,52.16999817,52.95000076,51.81999969,52.77000046,349076
CL=F,Crude Oil,2021,26-01-2021,52.90999985,53.25,52.29000092,52.61000061,314538
CL=F,Crude Oil,2021,27-01-2021,52.75999832,53.29999924,51.84999847,52.84999847,442376
CL=F,Crude Oil,2021,28-01-2021,52.65000153,53.58000183,52.04000092,52.34000015,411406
CL=F,Crude Oil,2021,29-01-2021,52.15000153,53.25,51.93000031,52.20000076,410914
CL=F,Crude Oil,2021,01-02-2021,51.99000168,53.74000168,51.63999939,53.54999924,416067
CL=F,Crude Oil,2021,02-02-2021,53.47999954,55.25999832,53.45000076,54.75999832,463718
CL=F,Crude Oil,2021,03-02-2021,55.04999924,56.33000183,54.81000137,55.68999863,448693
CL=F,Crude Oil,2021,04-02-2021,55.95999908,56.58000183,55.29999924,56.22999954,381404
CL=F,Crude Oil,2021,05-02-2021,56.45999908,57.29000092,56.43000031,56.84999847,400833
CL=F,Crude Oil,2021,08-02-2021,57.06000137,58.13999939,57,57.97000122,399724
CL=F,Crude Oil,2021,09-02-2021,58.11000061,58.61999893,57.27000046,58.36000061,514698
CL=F,Crude Oil,2021,10-02-2021,58.45000076,58.90999985,58.08000183,58.68000031,457535
CL=F,Crude Oil,2021,11-02-2021,58.40000153,58.70999908,57.84000015,58.24000168,380445
CL=F,Crude Oil,2021,12-02-2021,57.93999863,59.81999969,57.40999985,59.47000122,480822
CL=F,Crude Oil,2021,16-02-2021,59.97999954,60.95000076,59.33000183,60.04999924,602332
CL=F,Crude Oil,2021,17-02-2021,60.24000168,61.72999954,59.43000031,61.13999939,335419
CL=F,Crude Oil,2021,18-02-2021,61.68000031,62.25999832,59.79000092,60.52000046,132035
CL=F,Crude Oil,2021,19-02-2021,60.20000076,60.29000092,58.59000015,59.24000168,102427
CL=F,Crude Oil,2021,22-02-2021,58.88000107,61.84000015,58.81999969,61.49000168,505773
CL=F,Crude Oil,2021,23-02-2021,62.15999985,63,60.66999817,61.66999817,570677
CL=F,Crude Oil,2021,24-02-2021,61.29000092,63.50999832,60.97000122,63.22000122,489933
CL=F,Crude Oil,2021,25-02-2021,63.38999939,63.81000137,62.65000153,63.52999878,510357
CL=F,Crude Oil,2021,26-02-2021,63.45999908,63.56999969,61.34000015,61.5,472723
CL=F,Crude Oil,2021,01-03-2021,61.95000076,62.91999817,59.95999908,60.63999939,456679
CL=F,Crude Oil,2021,02-03-2021,60.22999954,61.20999908,59.38000107,59.75,464133
CL=F,Crude Oil,2021,03-03-2021,59.54999924,61.99000168,59.24000168,61.27999878,465311
CL=F,Crude Oil,2021,04-03-2021,61.08000183,64.86000061,60.52000046,63.83000183,694628
CL=F,Crude Oil,2021,05-03-2021,64.16000366,66.41999817,63.81999969,66.08999634,573168
CL=F,Crude Oil,2021,08-03-2021,66.68000031,67.98000336,64.56999969,65.05000305,533376
CL=F,Crude Oil,2021,09-03-2021,64.73000336,65.98000336,63.63000107,64.01000214,554564
CL=F,Crude Oil,2021,10-03-2021,63.84000015,64.95999908,63.13000107,64.44000244,498488
CL=F,Crude Oil,2021,11-03-2021,64.69999695,66.20999908,64.54000092,66.01999664,441063
CL=F,Crude Oil,2021,12-03-2021,65.95999908,66.23999786,65.41000366,65.61000061,321714
CL=F,Crude Oil,2021,15-03-2021,65.55999756,66.40000153,64.12999725,65.38999939,378009
CL=F,Crude Oil,2021,16-03-2021,65.33000183,65.43000031,63.79999924,64.80000305,317537
CL=F,Crude Oil,2021,17-03-2021,64.75,65.33999634,63.59999847,64.59999847,254724
CL=F,Crude Oil,2021,18-03-2021,64.41999817,64.81999969,58.20000076,60,143597
CL=F,Crude Oil,2021,19-03-2021,59.56000137,61.72000122,58.93999863,61.41999817,84171
CL=F,Crude Oil,2021,22-03-2021,61.54999924,61.90000153,60.38999939,61.54999924,404370
CL=F,Crude Oil,2021,23-03-2021,61.27999878,61.34999847,57.25,57.75999832,712317
CL=F,Crude Oil,2021,24-03-2021,57.40000153,61.34000015,57.29000092,61.18000031,566291
CL=F,Crude Oil,2021,25-03-2021,60.79999924,60.86000061,57.43999863,58.56000137,580105
CL=F,Crude Oil,2021,26-03-2021,58.47999954,61.36000061,58.31999969,60.97000122,471996
CL=F,Crude Oil,2021,29-03-2021,60.93000031,61.77000046,59.40999985,61.56000137,449360
CL=F,Crude Oil,2021,30-03-2021,61.95999908,62.27000046,59.93999863,60.54999924,388188
CL=F,Crude Oil,2021,31-03-2021,60.45000076,61.16999817,58.84999847,59.15999985,414162
CL=F,Crude Oil,2021,01-04-2021,59.49000168,61.75,58.86000061,61.45000076,605567
CL=F,Crude Oil,2021,05-04-2021,61.5,61.5,57.63000107,58.65000153,438864
CL=F,Crude Oil,2021,06-04-2021,58.79999924,60.90000153,58.61999893,59.33000183,457348
CL=F,Crude Oil,2021,07-04-2021,59.25999832,60.04000092,58.11999893,59.77000046,475537
CL=F,Crude Oil,2021,08-04-2021,59.52000046,59.93000031,58.81999969,59.59999847,419913
CL=F,Crude Oil,2021,09-04-2021,59.75999832,59.95000076,59.09999847,59.31999969,351436
CL=F,Crude Oil,2021,12-04-2021,59.34999847,60.77000046,58.72999954,59.70000076,410218
CL=F,Crude Oil,2021,13-04-2021,59.63999939,60.59000015,59.63999939,60.18000031,349733
CL=F,Crude Oil,2021,14-04-2021,60.43999863,63.43999863,60.38000107,63.15000153,419813
CL=F,Crude Oil,2021,15-04-2021,62.83000183,63.56999969,62.52999878,63.45999908,243370
CL=F,Crude Oil,2021,16-04-2021,63.31999969,63.88000107,62.83000183,63.13000107,87795
CL=F,Crude Oil,2021,19-04-2021,62.97999954,63.63000107,62.63000107,63.38000107,74384
CL=F,Crude Oil,2021,20-04-2021,63.47000122,64.25,61.5,62.43999863,476046
CL=F,Crude Oil,2021,21-04-2021,62.38999939,62.56000137,60.86000061,61.34999847,431486
CL=F,Crude Oil,2021,22-04-2021,61.11000061,61.86999893,60.61000061,61.43000031,344700
CL=F,Crude Oil,2021,23-04-2021,61.65000153,62.43000031,61.25,62.13999939,345407
CL=F,Crude Oil,2021,26-04-2021,62.06000137,62.31000137,60.65999985,61.90999985,366865
CL=F,Crude Oil,2021,27-04-2021,61.97000122,63.29999924,61.90999985,62.93999863,361536
CL=F,Crude Oil,2021,28-04-2021,63.04000092,64.52999878,62.66999817,63.86000061,387683
CL=F,Crude Oil,2021,29-04-2021,63.70000076,65.47000122,63.65000153,65.01000214,384489
CL=F,Crude Oil,2021,30-04-2021,64.87999725,64.94999695,63.08000183,63.58000183,400515
CL=F,Crude Oil,2021,03-05-2021,63.63999939,64.68000031,62.90999985,64.48999786,285969
CL=F,Crude Oil,2021,04-05-2021,64.52999878,66.19000244,64.29000092,65.69000244,370208
CL=F,Crude Oil,2021,05-05-2021,66.44999695,66.76000214,64.91999817,65.62999725,460066
CL=F,Crude Oil,2021,06-05-2021,65.26999664,65.98000336,64.5,64.70999908,389214
