,ticker,commodity,date,open,high,low,close,volume
4103,CL=F,Crude Oil,2017-01-03,54.20000076293945,55.2400016784668,52.11000061035156,52.33000183105469,727793
4104,CL=F,Crude Oil,2017-01-04,52.4900016784668,53.43000030517578,52.150001525878906,53.2599983215332,512641
4105,CL=F,Crude Oil,2017-01-05,53.38999938964844,54.119998931884766,52.790000915527344,53.7599983215332,517362
4106,CL=F,Crude Oil,2017-01-06,53.72999954223633,54.31999969482422,53.31999969482422,53.9900016784668,528333
4107,CL=F,Crude Oil,2017-01-09,53.75,53.83000183105469,51.7599983215332,51.959999084472656,564893
4108,CL=F,Crude Oil,2017-01-10,51.83000183105469,52.369998931884766,50.709999084472656,50.81999969482422,632573
4109,CL=F,Crude Oil,2017-01-11,50.810001373291016,52.77999877929688,50.75,52.25,815846
4110,CL=F,Crude Oil,2017-01-12,52.369998931884766,53.5,52.119998931884766,53.0099983215332,660703
4111,CL=F,Crude Oil,2017-01-13,53.04999923706055,53.16999816894531,52.27000045776367,52.369998931884766,477986
4112,CL=F,Crude Oil,2017-01-17,52.54999923706055,53.52000045776367,52.119998931884766,52.47999954223633,606023
4113,CL=F,Crude Oil,2017-01-18,52.52000045776367,52.790000915527344,50.90999984741211,51.08000183105469,236238
4114,CL=F,Crude Oil,2017-01-19,51.38999938964844,51.869998931884766,51.02000045776367,51.369998931884766,122593
4115,CL=F,Crude Oil,2017-01-20,51.45000076293945,52.900001525878906,51.38999938964844,52.41999816894531,567231
4116,CL=F,Crude Oil,2017-01-23,53.33000183105469,53.470001220703125,52.209999084472656,52.75,455333
4117,CL=F,Crude Oil,2017-01-24,52.86000061035156,53.560001373291016,52.66999816894531,53.18000030517578,520285
4118,CL=F,Crude Oil,2017-01-25,52.95000076293945,53.470001220703125,52.560001373291016,52.75,589709
4119,CL=F,Crude Oil,2017-01-26,52.959999084472656,54.060001373291016,52.790000915527344,53.77999877929688,578065
4120,CL=F,Crude Oil,2017-01-27,53.7400016784668,54.08000183105469,52.58000183105469,53.16999816894531,495556
4121,CL=F,Crude Oil,2017-01-30,53.150001525878906,53.459999084472656,52.40999984741211,52.630001068115234,486309
4122,CL=F,Crude Oil,2017-01-31,52.59999847412109,53.560001373291016,52.2400016784668,52.810001373291016,586676
4123,CL=F,Crude Oil,2017-02-01,52.7599983215332,53.90999984741211,52.63999938964844,53.880001068115234,577243
4124,CL=F,Crude Oil,2017-02-02,53.56999969482422,54.34000015258789,53.34999847412109,53.540000915527344,492553
4125,CL=F,Crude Oil,2017-02-03,53.68000030517578,54.220001220703125,53.400001525878906,53.83000183105469,462616
4126,CL=F,Crude Oil,2017-02-06,53.810001373291016,54.130001068115234,52.90999984741211,53.0099983215332,425085
4127,CL=F,Crude Oil,2017-02-07,53.13999938964844,53.2400016784668,51.630001068115234,52.16999816894531,624057
4128,CL=F,Crude Oil,2017-02-08,51.63999938964844,52.66999816894531,51.220001220703125,52.34000015258789,767379
4129,CL=F,Crude Oil,2017-02-09,52.369998931884766,53.209999084472656,52.369998931884766,53.0,610196
4130,CL=F,Crude Oil,2017-02-10,53.150001525878906,54.130001068115234,52.900001525878906,53.86000061035156,596449
4131,CL=F,Crude Oil,2017-02-13,53.79999923706055,53.95000076293945,52.77000045776367,52.93000030517578,586034
4132,CL=F,Crude Oil,2017-02-14,52.90999984741211,53.720001220703125,52.86000061035156,53.20000076293945,493022
4133,CL=F,Crude Oil,2017-02-15,53.0,53.5099983215332,52.72999954223633,53.11000061035156,463638
4134,CL=F,Crude Oil,2017-02-16,53.0099983215332,53.59000015258789,52.68000030517578,53.36000061035156,343363
4135,CL=F,Crude Oil,2017-02-17,53.470001220703125,53.52000045776367,52.880001068115234,53.400001525878906,195352
4136,CL=F,Crude Oil,2017-02-21,53.47999954223633,54.68000030517578,53.34999847412109,54.060001373291016,665310
4137,CL=F,Crude Oil,2017-02-22,54.2599983215332,54.59999847412109,53.34999847412109,53.59000015258789,499480
4138,CL=F,Crude Oil,2017-02-23,53.90999984741211,54.93999862670898,53.869998931884766,54.45000076293945,529880
4139,CL=F,Crude Oil,2017-02-24,54.33000183105469,54.5099983215332,53.7599983215332,53.9900016784668,395258
4140,CL=F,Crude Oil,2017-02-27,54.02000045776367,54.61000061035156,53.93999862670898,54.04999923706055,394380
4141,CL=F,Crude Oil,2017-02-28,54.040000915527344,54.22999954223633,53.18000030517578,54.0099983215332,593909
4142,CL=F,Crude Oil,2017-03-01,53.95000076293945,54.43999862670898,53.630001068115234,53.83000183105469,491289
4143,CL=F,Crude Oil,2017-03-02,53.68999862670898,53.79999923706055,52.540000915527344,52.61000061035156,638390
4144,CL=F,Crude Oil,2017-03-03,52.58000183105469,53.38999938964844,52.54999923706055,53.33000183105469,436360
4145,CL=F,Crude Oil,2017-03-06,53.18999862670898,53.560001373291016,52.7599983215332,53.20000076293945,503692
4146,CL=F,Crude Oil,2017-03-07,53.16999816894531,53.79999923706055,52.709999084472656,53.13999938964844,494677
4147,CL=F,Crude Oil,2017-03-08,52.790000915527344,52.91999816894531,50.04999923706055,50.27999877929688,963392
4148,CL=F,Crude Oil,2017-03-09,50.220001220703125,50.84000015258789,48.59000015258789,49.27999877929688,1073506
4149,CL=F,Crude Oil,2017-03-10,49.61000061035156,50.11000061035156,48.310001373291016,48.4900016784668,796960
4150,CL=F,Crude Oil,2017-03-13,48.45000076293945,48.68000030517578,47.900001525878906,48.400001525878906,601362
4151,CL=F,Crude Oil,2017-03-14,48.45000076293945,48.790000915527344,47.09000015258789,47.720001220703125,857711
4152,CL=F,Crude Oil,2017-03-15,48.7599983215332,49.040000915527344,48.15999984741211,48.86000061035156,655788
4153,CL=F,Crude Oil,2017-03-16,49.0099983215332,49.619998931884766,48.45000076293945,48.75,516853
4154,CL=F,Crude Oil,2017-03-17,48.790000915527344,49.20000076293945,48.59999847412109,48.77999877929688,172340
4155,CL=F,Crude Oil,2017-03-20,48.70000076293945,48.7400016784668,47.84000015258789,48.220001220703125,142258
4156,CL=F,Crude Oil,2017-03-21,47.93000030517578,48.72999954223633,47.22999954223633,47.34000015258789,628119
4157,CL=F,Crude Oil,2017-03-22,48.15999984741211,48.31999969482422,47.0099983215332,48.040000915527344,680849
4158,CL=F,Crude Oil,2017-03-23,48.150001525878906,48.47999954223633,47.58000183105469,47.70000076293945,499878
4159,CL=F,Crude Oil,2017-03-24,47.66999816894531,48.20000076293945,47.540000915527344,47.970001220703125,421027
4160,CL=F,Crude Oil,2017-03-27,48.119998931884766,48.27999877929688,47.08000183105469,47.72999954223633,466176
4161,CL=F,Crude Oil,2017-03-28,47.88999938964844,48.7400016784668,47.79999923706055,48.369998931884766,502377
4162,CL=F,Crude Oil,2017-03-29,48.470001220703125,49.630001068115234,48.380001068115234,49.5099983215332,548615
4163,CL=F,Crude Oil,2017-03-30,49.59999847412109,50.470001220703125,49.27000045776367,50.34999847412109,580668
4164,CL=F,Crude Oil,2017-03-31,50.31999969482422,50.84999847412109,49.900001525878906,50.59999847412109,527607
4165,CL=F,Crude Oil,2017-04-03,50.68999862670898,50.83000183105469,50.119998931884766,50.2400016784668,440724
4166,CL=F,Crude Oil,2017-04-04,50.2400016784668,51.29999923706055,49.880001068115234,51.02999877929688,532054
4167,CL=F,Crude Oil,2017-04-05,51.18000030517578,51.880001068115234,50.7400016784668,51.150001525878906,651398
4168,CL=F,Crude Oil,2017-04-06,50.79999923706055,51.81999969482422,50.77000045776367,51.70000076293945,473019
4169,CL=F,Crude Oil,2017-04-07,51.70000076293945,52.93999862670898,51.4900016784668,52.2400016784668,796437
4170,CL=F,Crude Oil,2017-04-10,52.310001373291016,53.18000030517578,52.290000915527344,53.08000183105469,565439
4171,CL=F,Crude Oil,2017-04-11,53.130001068115234,53.45000076293945,52.70000076293945,53.400001525878906,598003
4172,CL=F,Crude Oil,2017-04-12,53.400001525878906,53.7599983215332,52.709999084472656,53.11000061035156,629805
4173,CL=F,Crude Oil,2017-04-13,52.84999847412109,53.38999938964844,52.81999969482422,53.18000030517578,480835
4174,CL=F,Crude Oil,2017-04-17,52.970001220703125,53.209999084472656,52.54999923706055,52.650001525878906,326340
4175,CL=F,Crude Oil,2017-04-18,52.75,52.84999847412109,52.09999847412109,52.40999984741211,202043
4176,CL=F,Crude Oil,2017-04-19,52.36000061035156,52.650001525878906,50.09000015258789,50.43999862670898,133173
4177,CL=F,Crude Oil,2017-04-20,50.630001068115234,50.970001220703125,50.18000030517578,50.27000045776367,606263
4178,CL=F,Crude Oil,2017-04-21,50.709999084472656,50.93000030517578,49.20000076293945,49.619998931884766,687474
4179,CL=F,Crude Oil,2017-04-24,49.68000030517578,50.220001220703125,49.02999877929688,49.22999954223633,517897
4180,CL=F,Crude Oil,2017-04-25,49.220001220703125,49.83000183105469,48.869998931884766,49.560001373291016,587240
4181,CL=F,Crude Oil,2017-04-26,49.36000061035156,50.20000076293945,48.93999862670898,49.619998931884766,655717
4182,CL=F,Crude Oil,2017-04-27,49.220001220703125,49.43000030517578,48.20000076293945,48.970001220703125,771189
4183,CL=F,Crude Oil,2017-04-28,49.27000045776367,49.7599983215332,48.79999923706055,49.33000183105469,633992
4184,CL=F,Crude Oil,2017-05-01,49.16999816894531,49.31999969482422,48.59000015258789,48.84000015258789,364386
4185,CL=F,Crude Oil,2017-05-02,48.77999877929688,49.27999877929688,47.34999847412109,47.65999984741211,702375
4186,CL=F,Crude Oil,2017-05-03,48.119998931884766,48.22999954223633,47.29999923706055,47.81999969482422,691319
4187,CL=F,Crude Oil,2017-05-04,47.59999847412109,47.75,45.290000915527344,45.52000045776367,943959
4188,CL=F,Crude Oil,2017-05-05,45.5099983215332,46.68000030517578,43.7599983215332,46.220001220703125,1021610
4189,CL=F,Crude Oil,2017-05-08,46.34999847412109,46.97999954223633,45.72999954223633,46.43000030517578,785055
4190,CL=F,Crude Oil,2017-05-09,46.4900016784668,46.77999877929688,45.52999877929688,45.880001068115234,701944
